id,x,y,area,semimajor_sigma,semiminor_sigma,kron_radius,eccentricity,orientation,min_value,max_value,local_background,segment_flux,segment_fluxerr,kron_flux,kron_fluxerr,r50,sharpness,snr,ra,dec,point_like
76,2347.8795928810537,1172.4494383737922,899.0,4.730403174636132,4.451152550623679,1.4,0.33849873956485926,70.8919727104465,0.46140408515930176,146.7815399169922,0.0,11551.224163532257,16.803417,11473.22607132576,15.978479337873528,4.3270510786717145,0.7474417354389997,687.4330394854384,34.29594490259458,-5.129385722331025,True
96,451.4396501144851,1440.274872587398,858.0,4.93599777242863,4.618886848997644,1.4,0.3526495789928809,53.141929987165085,0.555062472820282,102.7412109375,0.0,8957.995890378952,16.461334,8963.45868220861,16.632107493789896,4.630655832129901,0.7726249020290482,544.1840719606557,34.31710137130013,-5.12641183084065,True
97,2144.1945159993984,1457.1926561221967,1303.0,5.540381011985941,4.579375172287974,1.4,0.5628703935183287,74.29046208527988,0.14160408079624176,308.082763671875,0.0,26009.66047269106,20.152533,25531.723918942378,17.46370896952595,4.443829315268464,0.7348476850858948,1290.639792921687,34.298217503146844,-5.126222157875348,True
153,846.1954383493033,2734.482155995993,763.0,4.534700852965142,4.218458225010985,1.4,0.3668968416015857,64.76973082750384,0.28389662504196167,103.906982421875,0.0,7929.643588572741,15.350001,7906.404879261072,15.072657826787227,4.204343280470815,0.7276746986092606,516.5891139317174,34.31269879489013,-5.112031438581394,True
